ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductStyle,ProductCost,ProductPrice,SKU_TYPE,Discount Price
517,15,SE-M940,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,NA,0,$23.37,$52.64,SE-M940,$47.376
518,15,SE-R581,LL Road Seat/Saddle,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,NA,0,$12.04,$27.12,SE-R581,$24.408
519,15,SE-R908,ML Road Seat/Saddle,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,NA,0,$17.38,$39.14,SE-R908,$35.226
520,15,SE-R995,HL Road Seat/Saddle,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,NA,0,$23.37,$52.64,SE-R995,$47.376
521,15,SE-T312,LL Touring Seat/Saddle,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",NA,0,$12.04,$27.12,SE-T312,$24.408
522,15,SE-T762,ML Touring Seat/Saddle,ML Touring Seat/Saddle,New design relieves pressure for long rides.,NA,0,$17.38,$39.14,SE-T762,$35.226
523,15,SE-T924,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,NA,0,$23.37,$52.64,SE-T924,$47.376
528,37,TT-M928,Mountain Tire Tube,Mountain Tire Tube,Self-sealing tube.,NA,0,$1.87,$4.99,TT-M928,$4.491
529,37,TT-R982,Road Tire Tube,Road Tire Tube,Conventional all-purpose tube.,NA,0,$1.49,$3.99,TT-R982,$3.591
530,37,TT-T092,Touring Tire Tube,Touring Tire Tube,General purpose tube.,NA,0,$1.87,$4.99,TT-T092,$4.491
535,37,TI-M267,LL Mountain Tire,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",NA,0,$9.35,$24.99,TI-M267,$22.491
536,37,TI-M602,ML Mountain Tire,ML Mountain Tire,"Great traction, high-density rubber.",NA,0,$11.22,$29.99,TI-M602,$26.991
537,37,TI-M823,HL Mountain Tire,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",NA,0,$13.09,$35.,TI-M823,$31.5
538,37,TI-R092,LL Road Tire,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,NA,0,$8.04,$21.49,TI-R092,$19.341
539,37,TI-R628,ML Road Tire,ML Road Tire,Higher density rubber.,NA,0,$9.35,$24.99,TI-R628,$22.491
540,37,TI-R982,HL Road Tire,HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,NA,0,$12.19,$32.6,TI-R982,$29.34
541,37,TI-T723,Touring Tire,Touring Tire,High-density rubber.,NA,0,$10.84,$28.99,TI-T723,$26.091
542,13,PD-M282,LL Mountain Pedal,LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Silver/Black,0,$17.98,$40.49,PD-M282,$36.441
543,13,PD-M340,ML Mountain Pedal,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Silver/Black,0,$27.57,$62.09,PD-M340,$55.881
544,13,PD-M562,HL Mountain Pedal,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Silver/Black,0,$35.96,$80.99,PD-M562,$72.891
545,13,PD-R347,LL Road Pedal,LL Road Pedal,Clipless pedals - aluminum.,Silver/Black,0,$17.98,$40.49,PD-R347,$36.441
546,13,PD-R563,ML Road Pedal,ML Road Pedal,Lightweight aluminum alloy construction.,Silver/Black,0,$27.57,$62.09,PD-R563,$55.881
547,13,PD-R853,HL Road Pedal,HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Silver/Black,0,$35.96,$80.99,PD-R853,$72.891
548,13,PD-T852,Touring Pedal,Touring Pedal,A stable pedal for all-day riding.,Silver/Black,0,$35.96,$80.99,PD-T852,$72.891
549,12,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,W,$199.38,$364.09,FR-M63S,$327.681
552,9,FD-2342,Front Derailleur,Front Derailleur,Wide-link design.,Silver,0,$40.62,$91.49,FD-2342,$82.341
553,4,HB-T721,LL Touring Handlebars,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,NA,0,$20.46,$46.09,HB-T721,$41.481
554,4,HB-T928,HL Touring Handlebars,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,NA,0,$40.66,$91.57,HB-T928,$82.413
555,6,FB-9873,Front Brakes,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Silver,0,$47.29,$106.5,FB-9873,$95.85
559,7,CH-0234,Chain,Chain,Superior shifting performance.,Silver,0,$8.99,$20.24,CH-0234,$18.216
580,2,BK-R79Y-40,"Road-350-W Yellow, 40",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,W,"$1,082.51","$1,700.99",BK-R79Y,"$1,530.891"
581,2,BK-R79Y-42,"Road-350-W Yellow, 42",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,W,"$1,082.51","$1,700.99",BK-R79Y,"$1,530.891"
582,2,BK-R79Y-44,"Road-350-W Yellow, 44",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,W,"$1,082.51","$1,700.99",BK-R79Y,"$1,530.891"
583,2,BK-R79Y-48,"Road-350-W Yellow, 48",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,W,"$1,082.51","$1,700.99",BK-R79Y,"$1,530.891"
587,1,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,W,$419.78,$769.49,BK-M38S,$692.541
588,1,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,W,$419.78,$769.49,BK-M38S,$692.541
589,1,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,W,$419.78,$769.49,BK-M38S,$692.541
590,1,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,W,$419.78,$769.49,BK-M38S,$692.541
601,5,BB-7421,LL Bottom Bracket,LL Bottom Bracket,Chromoly steel.,NA,0,$23.97,$53.99,BB-7421,$48.591
602,5,BB-8107,ML Bottom Bracket,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,NA,0,$44.95,$101.24,BB-8107,$91.116
603,5,BB-9108,HL Bottom Bracket,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,NA,0,$53.94,$121.49,BB-9108,$109.341
218,23,SO-B909-M,"Mountain Bike Socks, M",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,White,U,$3.40,$9.5,SO-B909,$8.55
219,23,SO-B909-L,"Mountain Bike Socks, L",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,White,U,$3.40,$9.5,SO-B909,$8.55
223,19,CA-1098,AWC Logo Cap,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,Multi,U,$5.71,$8.6442,CA-1098,$7.7798
226,21,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,U,$31.72,$48.0673,LJ-0192,$43.2606
229,21,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,U,$31.72,$48.0673,LJ-0192,$43.2606
232,21,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,U,$31.72,$48.0673,LJ-0192,$43.2606
235,21,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,U,$31.72,$48.0673,LJ-0192,$43.2606
238,14,FR-R92R-62,"HL Road Frame - Red, 62",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,U,$747.97,"$1,263.4598",FR-R92R,"$1,137.1138"
241,14,FR-R92R-44,"HL Road Frame - Red, 44",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,U,$747.97,"$1,263.4598",FR-R92R,"$1,137.1138"
244,14,FR-R92R-48,"HL Road Frame - Red, 48",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,U,$747.97,"$1,263.4598",FR-R92R,"$1,137.1138"
247,14,FR-R92R-52,"HL Road Frame - Red, 52",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,U,$747.97,"$1,263.4598",FR-R92R,"$1,137.1138"
250,14,FR-R92R-56,"HL Road Frame - Red, 56",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,U,$747.97,"$1,263.4598",FR-R92R,"$1,137.1138"
262,14,FR-R38R-44,"LL Road Frame - Red, 44",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
264,14,FR-R38R-48,"LL Road Frame - Red, 48",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
266,14,FR-R38R-52,"LL Road Frame - Red, 52",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
268,14,FR-R38R-58,"LL Road Frame - Red, 58",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
270,14,FR-R38R-60,"LL Road Frame - Red, 60",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
272,14,FR-R38R-62,"LL Road Frame - Red, 62",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,U,$181.49,$306.5636,FR-R38R,$275.9072
274,14,FR-R72R-44,"ML Road Frame - Red, 44",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,U,$352.14,$594.83,FR-R72R,$535.347
275,14,FR-R72R-48,"ML Road Frame - Red, 48",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,U,$352.14,$594.83,FR-R72R,$535.347
276,14,FR-R72R-52,"ML Road Frame - Red, 52",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,U,$352.14,$594.83,FR-R72R,$535.347
277,14,FR-R72R-58,"ML Road Frame - Red, 58",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,U,$352.14,$594.83,FR-R72R,$535.347
278,14,FR-R72R-60,"ML Road Frame - Red, 60",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,U,$352.14,$594.83,FR-R72R,$535.347
288,12,FR-M94S-42,"HL Mountain Frame - Silver, 42",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,U,$623.84,"$1,204.3248",FR-M94S,"$1,083.8923"
291,12,FR-M94S-44,"HL Mountain Frame - Silver, 44",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,U,$706.81,"$1,364.5",FR-M94S,"$1,228.05"
292,12,FR-M94S-52,"HL Mountain Frame - Silver, 48",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,U,$706.81,"$1,364.5",FR-M94S,"$1,228.05"
293,12,FR-M94S-46,"HL Mountain Frame - Silver, 46",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,U,$623.84,"$1,204.3248",FR-M94S,"$1,083.8923"
307,12,FR-M94S-38,"HL Mountain Frame - Silver, 38",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,U,$623.84,"$1,204.3248",FR-M94S,"$1,083.8923"
310,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,U,"$2,171.29","$3,578.27",BK-R93R,"$3,220.443"
311,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,U,"$2,171.29","$3,578.27",BK-R93R,"$3,220.443"
312,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,U,"$2,171.29","$3,578.27",BK-R93R,"$3,220.443"
313,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,U,"$2,171.29","$3,578.27",BK-R93R,"$3,220.443"
314,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,U,"$2,171.29","$3,578.27",BK-R93R,"$3,220.443"
315,2,BK-R68R-58,"Road-450 Red, 58",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,U,$884.71,"$1,457.99",BK-R68R,"$1,312.191"
316,2,BK-R68R-60,"Road-450 Red, 60",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,U,$884.71,"$1,457.99",BK-R68R,"$1,312.191"
317,2,BK-R68R-44,"Road-450 Red, 44",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,U,$884.71,"$1,457.99",BK-R68R,"$1,312.191"
318,2,BK-R68R-48,"Road-450 Red, 48",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,U,$884.71,"$1,457.99",BK-R68R,"$1,312.191"
319,2,BK-R68R-52,"Road-450 Red, 52",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,U,$884.71,"$1,457.99",BK-R68R,"$1,312.191"
320,2,BK-R50R-58,"Road-650 Red, 58",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
322,2,BK-R50R-60,"Road-650 Red, 60",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
324,2,BK-R50R-62,"Road-650 Red, 62",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
326,2,BK-R50R-44,"Road-650 Red, 44",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
328,2,BK-R50R-48,"Road-650 Red, 48",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
330,2,BK-R50R-52,"Road-650 Red, 52",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,U,$413.15,$699.0982,BK-R50R,$629.1884
344,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,U,"$1,912.15","$3,399.99",BK-M82S,"$3,059.991"
345,1,BK-M82S-42,"Mountain-100 Silver, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,U,"$1,912.15","$3,399.99",BK-M82S,"$3,059.991"
346,1,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,U,"$1,912.15","$3,399.99",BK-M82S,"$3,059.991"
347,1,BK-M82S-48,"Mountain-100 Silver, 48",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,U,"$1,912.15","$3,399.99",BK-M82S,"$3,059.991"
352,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,U,"$1,117.86","$2,071.4196",BK-M68S,"$1,864.2776"
354,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,U,"$1,117.86","$2,071.4196",BK-M68S,"$1,864.2776"
356,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,U,"$1,117.86","$2,071.4196",BK-M68S,"$1,864.2776"
368,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,U,"$1,518.79","$2,443.35",BK-R89R,"$2,199.015"
369,2,BK-R89R-48,"Road-250 Red, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,U,"$1,518.79","$2,443.35",BK-R89R,"$2,199.015"
370,2,BK-R89R-52,"Road-250 Red, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,U,"$1,518.79","$2,443.35",BK-R89R,"$2,199.015"
371,2,BK-R89R-58,"Road-250 Red, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,U,"$1,320.68","$2,181.5625",BK-R89R,"$1,963.4062"
471,25,VE-C304-S,"Classic Vest, S",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,U,$23.75,$63.5,VE-C304,$57.15
472,25,VE-C304-M,"Classic Vest, M",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,U,$23.75,$63.5,VE-C304,$57.15
473,25,VE-C304-L,"Classic Vest, L",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,U,$23.75,$63.5,VE-C304,$57.15
481,23,SO-R809-M,"Racing Socks, M",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",White,U,$3.36,$8.99,SO-R809,$8.091
482,23,SO-R809-L,"Racing Socks, L",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",White,U,$3.36,$8.99,SO-R809,$8.091
488,21,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,U,$41.57,$53.99,SJ-0194,$48.591
489,21,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,U,$41.57,$53.99,SJ-0194,$48.591
490,21,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,U,$41.57,$53.99,SJ-0194,$48.591
491,21,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,U,$41.57,$53.99,SJ-0194,$48.591
492,16,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,U,$601.74,"$1,003.91",FR-T98Y,$903.519
493,16,FR-T67Y-62,"LL Touring Frame - Yellow, 62",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,U,$199.85,$333.42,FR-T67Y,$300.078
494,16,FR-T98Y-46,"HL Touring Frame - Yellow, 46",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,U,$601.74,"$1,003.91",FR-T98Y,$903.519
495,16,FR-T98Y-50,"HL Touring Frame - Yellow, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,U,$601.74,"$1,003.91",FR-T98Y,$903.519
496,16,FR-T98Y-54,"HL Touring Frame - Yellow, 54",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,U,$601.74,"$1,003.91",FR-T98Y,$903.519
497,16,FR-T98U-46,"HL Touring Frame - Blue, 46",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,U,$601.74,"$1,003.91",FR-T98U,$903.519
498,16,FR-T98U-50,"HL Touring Frame - Blue, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,U,$601.74,"$1,003.91",FR-T98U,$903.519
499,16,FR-T98U-54,"HL Touring Frame - Blue, 54",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,U,$601.74,"$1,003.91",FR-T98U,$903.519
500,16,FR-T98U-60,"HL Touring Frame - Blue, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,U,$601.74,"$1,003.91",FR-T98U,$903.519
502,16,FR-T67U-50,"LL Touring Frame - Blue, 50",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,U,$199.85,$333.42,FR-T67U,$300.078
503,16,FR-T67U-54,"LL Touring Frame - Blue, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,U,$199.85,$333.42,FR-T67U,$300.078
504,16,FR-T67U-58,"LL Touring Frame - Blue, 58",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,U,$199.85,$333.42,FR-T67U,$300.078
505,16,FR-T67U-62,"LL Touring Frame - Blue, 62",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,U,$199.85,$333.42,FR-T67U,$300.078
506,16,FR-T67Y-44,"LL Touring Frame - Yellow, 44",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,U,$199.85,$333.42,FR-T67Y,$300.078
507,16,FR-T67Y-50,"LL Touring Frame - Yellow, 50",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,U,$199.85,$333.42,FR-T67Y,$300.078
508,16,FR-T67Y-54,"LL Touring Frame - Yellow, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,U,$199.85,$333.42,FR-T67Y,$300.078
509,16,FR-T67Y-58,"LL Touring Frame - Yellow, 58",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,U,$199.85,$333.42,FR-T67Y,$300.078
510,16,FR-T67U-44,"LL Touring Frame - Blue, 44",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,U,$199.85,$333.42,FR-T67U,$300.078
524,12,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,U,$144.59,$264.05,FR-M21S,$237.645
525,12,FR-M21S-44,"LL Mountain Frame - Silver, 44",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,U,$144.59,$264.05,FR-M21S,$237.645
526,12,FR-M21S-48,"LL Mountain Frame - Silver, 48",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,U,$144.59,$264.05,FR-M21S,$237.645
527,12,FR-M21S-52,"LL Mountain Frame - Silver, 52",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,U,$144.59,$264.05,FR-M21S,$237.645
551,12,FR-M21S-40,"LL Mountain Frame - Silver, 40",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,U,$144.59,$264.05,FR-M21S,$237.645
560,3,BK-T44U-60,"Touring-2000 Blue, 60",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,U,$755.15,"$1,214.85",BK-T44U,"$1,093.365"
